List,ID,Time,Word,Translation
History,1497930,638621132226589775,"負う, おう","to bear, to carry on one's back, ottaa, omaksua, 빚지고 있다, 擔任, 担任, 承接, , to take responsibility for, to accept a duty, to receive (wound), to incur (damage), to be injured, to owe, olla velkaa, olla veloissa, 欠, 欠債, 欠债"
History,1610300,638621117499684492,"近寄せる, ちかよせる","to bring close, to bring near, , to associate with (someone), to keep company with, to let come close"
History,2205970,638620965152682223,"覚, さとり, サトリ","Satori, folklore monster that can read minds, 사토리"
History,1270850,638620964676315317,"悟る, さとる, 覚る","to perceive, to sense, to become aware, to notice, to detect, to discern, ymmärtää, tajuta, huomata, älytä, hoksata, 깨닫다, 意識到, , to understand, to comprehend, to realize, to attain enlightenment"
History,1580270,638620944310836140,"商人, しょうにん, あきんど, あきうど, あきゅうど, あきびと","merchant, trader, tradesman, dealer, shopkeeper, kauppias, liikemies, liikkeenharjoittaja, 상인(商人), 商人, 商家, , 상인, 店主"
History,1542220,638620941068983850,"遊撃, ゆうげき, 游撃","raid, military attack by a mobile unit, hit-and-run attack, search-and-kill mission, search-and-destroy mission, military action without a predetermined target, attacking the enemy or assisting allies as the opportunity arises, sissisota, 유격(遊擊), 게릴라, 유격전(遊擊戰), 游擊, 遊擊, 游击, 遊擊戰爭, 游击战争, 游擊戰, 游击战, , shortstop, short"
History,2831129,638620937605136930,"子孫代々, しそんだいだい, 子孫代代","generation after generation, (for) generations to come"
History,1121560,638620929331091520,"ペンパル, ペン・パル","pen pal, kirjekaveri, kirjeenvaihtotoveri, kirjeystävä, 펜팔, 펜 프렌드, 筆友, 笔友, 通信朋友"
History,1046070,638620682591689598,グー,good
History,2069260,638620682532405569,"バッチグー, ばっちぐー, バッチ・グー","just right!, excellent!"
History,2534060,638620262837615950,"報連相, ほうれんそう, 報・連・相","reporting, contacting, and consultation"
History,1603410,638620262802738530,"ほうれん草, ほうれんそう, ホウレン草, 法蓮草, 菠薐草, 鳳蓮草, ホウレンそう, ホウレンソウ","spinach, 시금치"
History,2770870,638620116205151829,"前かがみになる, まえかがみになる, 前屈みになる","to slouch, to stoop, to bend forward, to lean forward"
History,1507420,638620093371571082,"平常, へいじょう","normal, usual, ordinary, everyday, yleinen, tavallinen, 통상, 通常, 平常"
History,1432520,638620093073007090,"追試験, ついしけん","supplementary exam, makeup exam"
History,1233680,638620077121201733,"供血者, きょうけつしゃ",blood donor
History,2852681,638620077107473838,"給血者, きゅうけつしゃ",blood donor
History,2161010,638620057391335460,"国語科, こくごか",Japanese language (as a school subject in Japan)
History,1492650,638620046291088360,"不時着陸, ふじちゃくりく","emergency landing, forced landing, crash landing"
History,1492640,638620046228555030,"不時着, ふじちゃく","emergency landing, forced landing, crash landing"
History,1575670,638619943592421894,"愛憎, あいぞう","love and hate, 愛恨交加, 爱恨交加, 愛恨交織, 爱恨交织"
History,2100950,638619943286284768,"波風が立つ, なみかぜがたつ","to be discordant, to have discord"
History,2037250,638619924588939230,"迎えに行く, むかえにいく",to go to meet someone
History,2827308,638619918695237579,"洞道, とうどう, どうどう","service tunnel (cables, gas, etc.)"
History,1571900,638619910486794937,"蚰蜒, げじげじ, げじ, ゲジゲジ, ゲジ","house centipede (Scutigeromorpha spp.), , contemptible person, skunk, wretch, louse"
History,1005510,638619910336054714,"繁繁, しげしげ, 繁々","frequently, often, , (staring) fixedly, narrowly, closely, steadily"
History,1066570,638619900114328936,"ジワジワ, じわじわ","slowly (but steadily), gradually, bit-by-bit, , slowly soaking in, slowly permeating, oozing out, seeping out"
History,2018690,638619897073270672,"カンカン, かんかん","extremely angry, furious, enraged, cancan, 康康舞, , fiercely (shine), blazingly, intensely, merrily (burn away), red-hot, with a clang"
History,1228250,638619895060486421,"吸い付く, すいつく, 吸いつく, 吸付く",to stick to
History,2837655,638619892399771993,"趣味嗜好, しゅみしこう",interests and preferences
History,2610230,638619892388669278,"性的嗜好, せいてきしこう","sexual preference, sexual predilection"
History,1985330,638619892361714711,"少年愛嗜好, しょうねんあいしこう","pedophilia, pederastia, 雞姦, 鸡奸, 男色, 好男色, 孌童戀, 娈童恋, 少年愛, 少年爱"
History,1355790,638619837124549605,"場, ば","place, spot, space, kenttäteoria, 광장, 廣場, 广场, , field, discipline, sphere, realm, occasion, situation, scene (of a play, movie, etc.), session (of the stock market), table, area in which cards are laid out (in a card game), round (east, south, etc.)"
History,1183000,638618966157800991,"乙女座, おとめざ, おとめ座","Virgo (constellation), the Virgin, Neitsyt, 室女座"
History,2763510,638618953824637508,"疼き, うずき","ache, twinge"
History,1169230,638618950256007874,"引きこもる, ひきこもる, 引き篭もる, 引き籠もる, 引き篭る, 引篭もる, 引き籠る, 引篭る, 引籠る, 引籠もる","to stay indoors, to be confined indoors"
History,1285830,638618945599067840,"刻々, こっこく, 刻刻, こくこく","moment by moment, hour by hour"
History,2515810,638618943569137062,"暮れ暮れ, くれぐれ",nightfall
History,2104500,638618943225274849,"為になる, ためになる, タメになる","to be of benefit, to be beneficial, to be useful, to do one good, to be good for one"
History,1161720,638618941043624386,"一気, いっき","one breath, yhdellä iskulla, kertaheitolla, , chug!, drink!"
History,2182560,638618451043234337,"理由をつける, りゆうをつける, 理由を付ける",to give a reason
History,2844736,638618449506596523,"と言い, といい","in terms of both ... and ..., from the perspective of ... as well as ..., whether it be ... or ..."
History,1604610,638618423419412100,"見通し, みとおし, 見透し, 見通","unobstructed view, perspective, visibility, vista, , forecast, outlook, prospect, prediction, insight, foresight"
History,2609020,638618383879552800,"回避的, かいひてき",evasive
History,1368010,638618137157403498,"人手不足, ひとでぶそく","labour shortage, labor shortage, shortage of workers, shortage of hands"
History,1498130,638618136211323172,"負担, ふたん","burden, load, responsibility, kantaa, 짐, 부담(負擔), 吸收, , bearing (a cost, responsibility, etc.), shouldering, vastuu, riippa, 負擔, 负担"
History,1465260,638618120671662862,"乳製品, にゅうせいひん","dairy products, maitotuote, 유제품, 奶制品"
History,1843990,638618113186788509,"風合い, ふうあい, 風合","texture (cloth, fabric, paper), feel, appearance"
History,2838081,638618094481968980,"なんだかんだ言っても, なんだかんだいっても, 何だかんだ言っても, 何だかんだいっても","no matter what anyone says, regardless of what is said"
History,1188360,638618094443140003,"何だかんだ, なんだかんだ, 何だかだ, 何だ彼だ, なんだかだ","something or other, one thing or another, this or that"
History,1353390,638617632280072379,"上出来, じょうでき","good performance, good work, great success"
History,1523850,638617544440731336,"摩天楼, まてんろう","skyscraper, pilvenpiirtäjä, 마천루(摩天樓), 초고층 건물(超高層建物), 摩天大樓, 摩天大楼, 摩天樓, 摩天楼"
History,2083420,638617544360905369,"飽く, あく, 厭く, 倦く","to tire of, to lose interest in, kyllästyä, , to be satisfied, to enjoy, to do adequately"
History,1902220,638617417480146641,"離れ離れになる, はなればなれになる","to be dispersed, to get separated"
History,1821720,638617417468520858,"離れ離れ, はなればなれ, 離ればなれ","separate, scattered, apart"
History,1562870,638616614446015926,"腕時計, うでどけい","wristwatch, watch, rannekello, 손목시계, 手錶, 手表, , 휴대용 시계"
History,1278340,638616614180941661,"巧妙, こうみょう","ingenious, skillful, clever, deft, ovela, taitava, 교묘, 巧妙"
History,2847436,638616613528869413,"快楽殺人, かいらくさつじん","murder for pleasure, lust murder, 쾌락살인, 淫樂殺人"
History,2792560,638616612351410392,"人狼, じんろう","werewolf, ihmissusi, vironsusi, 늑대인간, 狼人, , Werewolf (social deduction game), Mafia"
History,1357510,638616612277990553,"職業, しょくぎょう","occupation, profession, job, vocation, trade, calling, business, ammattitaito, 일, 노동(勞動), 行業, 行业, , työ, ammatti, ajanviete, ansiotyö, 직업(職業), 일자리, 경력(經歷), 工作, 勞動, 劳动, 職業, 职业"
History,1232610,638616612055458372,"挙動, きょどう","conduct, behavior, behaviour, olemus, 거동(擧動), 舉止, 举止"
History,2096190,638616611976079058,ひょっとして,"by any chance, (should) it happen (that), by some chance, ehkä, mahdollisesti, kenties, 아마, 아마도, 어쩌면, 也許, 也许, 或許, 或许, 或是, 可能"
History,1342490,638616611781946926,"処分, しょぶん","disposal, throwing away, selling off, 처분, , dealing with (a problem), measure, punishment, penalty, putting down (e.g. diseased animal)"
History,1579800,638616611742534639,"修業, しゅうぎょう, しゅぎょう","pursuit of knowledge, studying, learning, training, completing a course"
History,2828134,638616611714803796,"主業, しゅぎょう",one's main profession
History,1450470,638616611240230551,"逃亡, とうぼう","escape, flight, running away, elopement, fleeing, 탈영(脫營), 도망(逃亡), 유기(遺棄), 遺棄, 遗弃, 開小差"
History,1452150,638616611011279145,"同郷, どうきょう","same village, same town, same province"
History,1318260,638616609343902850,"自宅, じたく","one's home, one's house"
History,1270090,638616607201740300,"後編, こうへん, 後篇","latter part (of book, etc.), sequel, concluding part, 후편"
History,1332770,638616455087480108,"終演, しゅうえん",end of a performance
History,1333050,638616455042953132,"終焉, しゅうえん, 終えん","end (of life), death, demise, , (peacefully) spending one's final years"
History,1413410,638615744073144318,"大虐殺, だいぎゃくさつ","massacre, mass slaughter, genocide, holocaust, 血洗"
History,1226930,638615744040377389,"虐殺, ぎゃくさつ","slaughter, massacre, joukkomurha, verilöyly, teurastus, 학살(虐殺), 대학살(大虐殺), 慘殺, 惨杀, 殺戮, 杀戮, , 대학살, 학살, 大屠殺, 大屠杀, 屠殺, 屠杀, 慘案, 惨案"
