List,ID,Time,Word,Translation
History,1152020,638678775987754781,"悪人, あくにん","bad person, villain, scoundrel, wrongdoer, wicked person, pahantekijä, 악인(惡人), 壞人, 坏人, 惡人, 恶人, , roisto, konna, lurjus, kelmi, ilkimys, pahis, vastustaja, ketku, kanalja, hunsvotti, heittiö, liero, ketale, 나쁜 짓-을 하는 사람, 악당(惡黨), 악한(惡漢), 악인, 불량자(不良者), 惡棍, 恶棍, 坏家伙, 混混兒, 壞分子, 坏分子, 壞蛋, 坏蛋, 壞家伙"
History,1152540,638678775970982782,"悪役, あくやく","villain, baddie, the villain's part, konna, roisto, 악역(惡役), 악당(惡黨), 惡棍角色, 恶棍角色, 奸角, 反派, , 악당, 反派角色"
History,1211400,638678775904087547,"姦人, かんじん","villain, scoundrel, pahantekijä, pahis, 나쁜 짓-을 하는 사람, 악인(惡人), 壞分子, 坏分子, 壞人, 坏人"
History,1600040,638678775823816462,"佞姦, ねいかん, 佞奸","treacherous, wicked, perverse"
History,1211380,638678775401348475,"喧しい, やかましい, 八釜しい","noisy, loud, clamorous, boisterous, pikkutarkka, 시끄럽다, 挑剔, , much talked of, much-discussed, vexed, strict, severe, stern, particular, fussy, fastidious, fault-finding, carping, äänekäs, kova, luja, voimakas, voimakkuinen, kovaääninen, remuisa, 떠들썩하다, 大聲, 大声, 喧鬧, 喧闹, 愛鬧, 爱闹, 狂歡, 狂欢, 狂暴, 猛烈, 哄然"
History,2827761,638678775328662871,"姦しい, かしましい, 囂しい, 喧しい, かしがましい, かまびすしい","noisy, boisterous, äänekäs, kovaääninen, 시끄럽다, 大聲, 大声"
History,1142580,638677099157051066,"リフレーン, リフレイン","refrain, kertosäe, 후렴(後斂), 리프레인, 副歌"
History,2494470,638677099138753388,ルフラン,refrain
History,1345200,638676303668806198,"女将, おかみ, じょしょう, にょしょう","proprietress (of a traditional Japanese inn, restaurant, or shop), landlady, hostess, mistress, female innkeeper, 아주머니"
History,1589500,638675439043411265,"降りる, おりる, 下りる","to descend (e.g. a mountain), to go down, to come down, ottaa pois, poistaa, nostaa, 내리다, 下, 下車, 下车, , to alight (e.g. from bus), to get off, to disembark, to dismount, to step down, to retire, to give up, to quit, to fold, to be granted, to be issued, to be given, to form (of frost, dew, mist, etc.), to be passed (from the body; e.g. of a roundworm), astua maihin, nousta maihin, nousta junasta, laskeutua lentokoneesta, nousta linja-autosta, mennä alas, jäädä pois, 내려가다, 내려오다, 登陸, 登陆, 下船, 下降, 下去, 降, 下來, 下来"
History,2849101,638675438961427806,"許可が出る, きょかがでる","to get permission, to get approval, to get the go-ahead"
History,1168800,638675433878463650,"惹かれる, ひかれる, 引かれる, 魅かれる","to be charmed by, to be attracted to, to be taken with, to be drawn to"
History,1221160,638675433217448956,"機微, きび","subtleties, niceties, fine points, inner workings, secrets, , subtle, sensitive"
History,2850641,638675413183091436,"苦労をかける, くろうをかける, 苦労を掛ける","to cause someone trouble, to burden someone"
History,1422140,638675409218736326,"築く, きずく","to build, to construct, to erect, rakentaa, 만들다, 建設, 建设, 建造, , to amass (e.g. fortune), to pile up"
History,1495770,638675405306703625,"付ける, つける, 着ける, 附ける","to attach, to join, to add, to append, to affix, to stick, to glue, to fasten, to sew on, to apply (ointment), liittää, 첨부하다, 附上, 附, 附筆, 附笔, 附加, 附有, , to furnish (a house with), to wear, to put on, to keep a diary, to make an entry, to appraise, to set (a price), to allot, to budget, to assign, to bring alongside, to place (under guard or doctor), to follow (someone), to shadow, to tail, to stalk, to load, to give (courage to), to keep (an eye on), to establish (relations or understanding), to turn on (a light), to produce flowers (of a plant), to produce fruit, to do intensely, to do fiercely, to do strongly, to be used to (doing), to be accustomed to, liimata, kiinnittää, panna, laittaa, asettaa, sijoittaa, 켜다, 붙이다, 두다, 打開, 打开, 開, 开, 黏, 貼, 贴, 放, 置, 放置"
History,2847114,638675207517595549,"別にいいけど, べつにいいけど","I don't care, fine, whatever, that's okay, sure, go ahead"
History,1985040,638675206319099373,"お出まし, おでまし, 御出まし, 御出座し, 御出座","presence, appearance, attendance, visit, going out"
History,1416600,638675205989956302,"脱皮, だっぴ","ecdysis, shedding (of skin), sloughing, molting, moulting, casting off, , freeing oneself, breaking with (convention, etc.)"
History,1309320,638675203932018434,"思い切る, おもいきる, 思いきる","to give up all thoughts of, to abandon, to despair of, , to make up one's mind, to take a momentous decision"
History,1492600,638675155772217492,"不死身, ふじみ","invulnerability, immortality, insensibility to pain"
History,2723900,638674725730760036,"胸が熱くなる, むねがあつくなる",to become fraught with emotion
History,1251000,638674700409548496,"系, けい","system, lineage, group, seuraus, korollaari, luonnollinen seuraus, 체계(體系), 제도(制度), 계통(系統), 系統, 系统, 制度, 體系, 体系, , corollary, system (range of strata that correspond to a particular time period), (taxonomical) series, järjestelmä"
History,1268670,638674697530232525,"五里霧中, ごりむちゅう, 五里夢中","totally at a loss, lose one's bearings, in a maze, in a fog, all at sea, up in the air, mystified, bewildered"
History,2217530,638674697490983250,"夢中遊行症, むちゅうゆうこうしょう","sleepwalking, somnambulism, noctambulism"
History,1529720,638674697444792018,"無我夢中, むがむちゅう","being absorbed in, losing oneself in, losing control of oneself"
History,2847530,638674696749431595,"徹夜明け, てつやあけ",after staying up all night
History,1837120,638674692646901822,"紅蓮, ぐれん","bright red, , crimson lotus flower"
History,1559200,638674692553692497,"蓮, はす, 藕, はちす, ハス","sacred lotus (Nelumbo nucifera), Indian lotus, lootus, 연(蓮), 蓮, 莲, 蓮花, 莲花, , rose of Sharon (Hibiscus syriacus)"
History,1592990,638674663602103796,"交代, こうたい, 交替","alternation, change, relief, relay, shift, substitution (sports, etc.), taking turns, vaihtaa, panna vaihtoon, korvata, 교대(交代), 시프트, 班, 輪班, 轮班, , työvuoro, vuoro"
History,1352190,638674651152818595,"上がり, あがり, 揚がり","rise, increase, ascent, tee, 차(茶), 茶, , income, takings, earnings, proceeds, (crop) yield, return, profit, completion, end, finish, end result (e.g. of crafts), how something comes out, finishing (in a board or card game, etc.), green tea (esp. in a sushi restaurant), after (rain, illness, etc.), ex- (e.g. ex-bureaucrat), former"
History,2168360,638674309733625049,"多芸は無芸, たげいはむげい",a jack of all trades is a master of none
History,1483690,638674309134302870,"比類のない, ひるいのない","peerless, unique, unparalleled, unchallenged"
History,1916360,638674309113927290,"類のない, るいのない, 類の無い","unprecedented, unparalleled, unparallelled"
History,1616280,638674309056286868,"類稀, たぐいまれ, 類まれ, 類い稀, 類い希, 類いまれ, 類希","rare, exceptional, extraordinary, unique, incomparable, unparalleled, matchless"
History,1596870,638674308798487745,"類い, たぐい, 類, 比い, 比","kind, sort, type, tyyppi, laji, 종류, 類, 类, , equal, match, peer"
History,1154340,638674296994223338,"くらい, ぐらい","approximately, about, around, or so, kuin, 쯤, , to (about) the extent that, (almost) enough that, so ... that ..., at least, as ... as ..., like"
History,1505390,638674291255658437,"文字, もじ, もんじ","letter (of alphabet), character, aakkoset, aakkosto, aakkosisto, 문자(文字), 글씨, 글자, 字母, 字母表, 字母系統, 字母系统, 字, 文字, , writing, kirjain, aakkonen, kirjoitusjärjestelmä, kirjoitus, merkki, kirjoitusmerkki, käsiala, 쓰기, 문자, 기호(記號), 符號, 符号"
History,1611800,638673663100305332,"認め印, みとめいん, 認印","private seal, personal seal, unregistered seal, informal seal, signet"
History,1263650,638673662482103609,"現在, げんざい, 見在","the present, present time, now, parhaillaan, parastaikaa, tällä hetkellä, 현재, 目前, 此刻, 眼前, 當前, 当前, , as of, present tense, this world, this life, to actually exist, to exist right now, to exist right in front of one, nykyhetki, nykyisyys, nykyaika, nykyisin, nykyään, nykyaikana, olemassa oleva, ajankohtainen, tämänhetkinen, nykyinen, 현재(現在), 요즘, 현행(現行)-의, 현재(現在)-의, 당장은, 現今, 现今, 當今, 当今, 現有, 现有, 現存, 现存, 活期, 通用, 現在, 现在"
History,2833917,638673659452634598,"送り主, おくりぬし","sender, consignor, remitter"
History,1403540,638673659427353913,"贈り主, おくりぬし, 贈主",sender (of a present)
History,2846962,638673474104090707,"お届け, おとどけ, 御届け","delivery (of a package, goods, etc.)"
History,1302070,638673474055406233,"参る, まいる, 詣る","to go, to come, to call, , to be defeated, to collapse, to die, to be annoyed, to be nonplussed, to be madly in love, to visit (shrine, grave)"
History,1582305,638673472849051022,"等, とう","class, order, rank, , et cetera, etc., and the like, equal, iso-"
History,1492460,638673472298532016,"不在, ふざい","absence, poissaolo, ero, 결석(缺席), 부재(不在), 缺席, 不在, , disregard, indifference"
History,1613380,638673472100853916,"引き取り, ひきとり, 引取り, 引取","leaving, accepting"
History,1856730,638673029689942255,"厚く礼を述べる, あつくれいをのべる",to thank (a person) heartily
History,1601640,638673029193851332,"引き立てる, ひきたてる","to set off to advantage, to bring into prominence, to enhance, , to support, to favor, to favour, to promote, to patronize, to rouse (spirits), to march (a prisoner) off, to haul someone off, to slide (a door) shut"
History,1410120,638673021479944896,"対象, たいしょう","target, object (of worship, study, etc.), subject (of taxation, etc.), kohde, 대상(對象), 對象, 对象, , 客體"
History,1305200,638673010588937495,"仕組む, しくむ","to devise, to arrange, to plan, to plot"
History,2080750,638673009774041850,"乗, じょう","(nth) power, potenssi, 거듭제곱, 冪, 幂, , counter for vehicles, multiplication, Buddha's teachings"
History,1114770,638672112948816101,"ブレザーコート, ブレザー・コート",blazer coat
History,1455530,638672031871821886,"毒見役, どくみやく, 毒味役",food taster
History,1599310,638672031793013595,"毒味, どくみ, 毒見","tasting (food or drink) for poison, , checking the taste (of a dish), seeing how something tastes"
History,1447320,638671840429482104,"投票, とうひょう","voting, ballot, poll, vote, äänestys, 투표(投票), 投票, 表決, 表决, , äänestää, äänestäminen, 투표하다, 투표"
History,1157440,638671730877762858,"畏まる, かしこまる","to obey respectfully, to humble oneself, to sit straight (upright, respectfully, attentively)"
History,1002790,638671730820396307,"畏まりました, かしこまりました",certainly!
History,2259870,638671730769366455,"畏, かしこ, 賢, 恐, 可祝, かしく","yours sincerely, respectfully yours"
History,1007490,638671721760466692,だらける,"to be lazy, to be slack, to feel dull, to feel languid, to feel listless"
History,1007480,638671721738278076,だらけ,"full of (e.g. mistakes), riddled with, , covered all over with (blood, mud, etc.)"
History,2789920,638671687339095192,"好ましからざる, このましからざる","unwelcome, unwanted, undesirable"
History,1006780,638671682654423489,"其方, そちら, そっち, そなた, そち","that way, that direction, 거기, , there, that (one), you, your family, your company, that person"
History,1890130,638671682176363047,"粗末に扱う, そまつにあつかう",to handle (a thing) roughly
History,2403900,638671290940499278,"招かれざる客, まねかれざるきゃく","uninvited guest, arvaa kuka tulee päivälliselle, 초대받지 않은 손님, 猜猜谁来吃晚餐"
History,1531070,638671289633831779,"無礼講, ぶれいこう","no-holds-barred party, free and easy gathering"
History,1912630,638671288033930840,"物腰の柔らかい, ものごしのやわらかい",gentle-mannered
History,2239910,638671288015294073,"頭の柔らかい, あたまのやわらかい","flexible (of people), open-minded"
History,2230430,638671287995060320,"頭が柔らかい, あたまがやわらかい","flexible (person), open-minded"
History,1270810,638671280807809158,"お礼, おれい, 御礼, おんれい","thanks, gratitude, , manners, etiquette, bow, reward, gift, ceremony, ritual"
History,1202260,638671273478426209,"皆様, みなさま, 皆さま, みな様","everyone, hyvät naiset ja herrat, 여러분, 신사숙녀 여러분, 女士們，先生們, 女士们，先生们"
History,1727360,638671273460273004,"皆皆様, みなみなさま, 皆々様","Ladies and Gentlemen!, all of you, everyone"
History,1251780,638671271775576823,"継承, けいしょう","inheritance, succession, accession, perintä, 상속, 继承, , share-alike"
History,1303550,638671270842075723,"散水, さんすい, 撒水, さっすい","sprinkling water over, water sprinkling"
History,1559730,638671269809321827,"連日連夜, れんじつれんや",every day and every night
History,1410680,638671261895946956,"怠らずに, おこたらずに",carefully
History,1483740,638671260971699436,"疲れる, つかれる","to get tired, to tire, to get fatigued, to become exhausted, to grow weary, väsyä, 피곤하다, 勞累, 劳累, 累, 疲倦, , to become worn out (of a well-used object), to starve, kuluttava, uuvuttava, väsyttävä, uupua, 疲勞"
History,1433670,638671260945273190,"浸かる, つかる, 漬かる","to be submerged, to be soaked, , to be pickled, to be well seasoned, to be totally immersed (in a condition, e.g. laziness)"
History,1433650,638671260800721453,"掴む, つかむ, 摑む, 攫む, 把む, 捉む","to seize, to catch, to grasp, to grip, to grab, to clutch, to hold, to catch hold of, to lay one's hands on, tarttua, puristaa, tarrata, 잡다, 抓住, , to obtain, to acquire, to get, to win, to capture, to understand, to comprehend, 把握, 握, 抓"
History,1406850,638671260208817241,"村八分, むらはちぶ","ostracism, eristäminen, 放逐, , complete ostracism of a household (the harshest punishment in Edo-period village law)"
History,2777420,638671259380806534,なして,"forming, comprising, making up, , why?, for what reason, how, in what way, for what purpose, what for"
History,2848034,638671258897649459,"そもそも論, そもそもろん","going back to the beginning (in a discussion, argument, etc.), returning to the fundamental points (of the issue at hand), discussion of how things began (in the first place)"
History,1547730,638671257005920556,"来る日, くるひ, くる日",the coming days
History,2726780,638671255237945726,"よっこらしょ, よっこらせ","heigh-ho, heave-ho, alley oop, hiiop, 嗨喲, 嗨哟"
History,2523630,638671255224616138,よっこいしょ,"huff, heave-ho, hiiop, 嗨喲, 嗨哟"
History,1525250,638671136142658014,"末, すえ","end, tip, top, , end (of the year, month, etc.), close, youngest child, descendants, offspring, posterity, future, (finally) after, (at last) after, at the end of, trifles, trivialities, degenerate age"
History,1525280,638671135999402832,"末に, すえに","finally, after, following, , at the end (of)"
History,1003170,638671127540142824,"がっかり, ガッカリ","to be disappointed, to be dejected, to be downhearted, to be discouraged, to be disheartened, to lose heart, to feel let down, lannistaa, nujertaa, 실망, 愁悶, 愁闷, 沮喪, 沮丧, , to feel exhausted, to feel drained"
History,1747110,638671124705035346,"活用形, かつようけい",conjugated form
History,1326740,638671110101950744,"取り残す, とりのこす, 取残す, とり残す",to leave behind
History,1761760,638671089819784116,"教養学部, きょうようがくぶ",college of general education
History,1684830,638671074160951674,"泣き濡れる, なきぬれる, 泣濡れる, 泣きぬれる","to be tear-stained, to have one's face covered with tears"
History,1378700,638671070123370691,"生まれ変わり, うまれかわり, 生まれかわり, うまれ変わり","rebirth, reincarnation, jälleensyntyminen, reinkarnaatio, 轉世, 转世, 轉生, 转生, 投胎"
History,1419170,638671044457565508,"鍛錬, たんれん, 鍛練","tempering (metal), annealing, forging, kuri, kurinpito, , toughening, disciplining, training"
History,2207760,638670811903115688,"五眼, ごげん","the five eyes (physical eye, heavenly eye, wisdom eye, dharma eye and Buddha eye)"
History,2207770,638670811612587436,"慧眼, えげん",the wisdom eye
History,1250570,638670810845957423,"慧眼, けいがん","discerning (quick) eye, keen insight, terävä-älyisyys, äly, terävyys, 慧眼, 精明, 敏銳, 敏锐"
History,1494640,638670343874863174,"不評, ふひょう","bad reputation, poor reception, unpopularity, disrepute, epäsuosittu, 不得人心"
History,1215200,638670342500745883,"鑑賞, かんしょう","appreciation (of art, music, poetry, etc.), arvonlisäys, 감상, 欣賞"
History,1528130,638670338862256837,"未練, みれん","lingering attachment, lingering affection, regret, reluctance, ruefulness"
History,1227890,638670336033977577,"休戦, きゅうせん","cease-fire, truce, armistice, aselepo, 정전, 휴전, 停戰, 停战, 休戰, 休战, , tulitauko, 정전(停戰), 휴전(休戰), 停火"
History,1284550,638670335258685124,"合意, ごうい","(coming to an) agreement, consent, mutual understanding, accord, consensus, sopimus, 합의(合意), 合約, 合约, , sopusointu, yksimielisyys, 협정, 협정(協定), 동의(同意), 조약(條約), 총의, 協議, 协议, 同意, 答應, 答应, 協定, 协定, 一致, 贊同, 赞同, 合同"
History,1169390,638670331808862917,"引っ込む, ひっこむ, 引っこむ","to draw back, to sink, to cave in, , to be set back (e.g. from a road), to withdraw (e.g. from the public eye), to retire to (somewhere), to stay indoors, to butt out, to stay out of it"
History,1261500,638670330103720154,"原始, げんし","origin, beginning, genesis, alku, synty, iki-, 初期, , primeval, primordial, primitive, 原始, 原始社会"
History,1288480,638670304832775801,"忽ち, たちまち","in an instant, in a moment, immediately, right away, at once, , suddenly, all of a sudden, all at once"
History,1352560,638670303561652638,"上り列車, のぼりれっしゃ","up-train, train heading toward the starting point of its route"
History,1184440,638670303546291762,"下り列車, くだりれっしゃ","down-train, train heading toward the ending point of its route"
History,2145840,638670303499385620,"夜行列車, やこうれっしゃ",night train
History,2143890,638670303481510943,"特急列車, とっきゅうれっしゃ",limited express train
History,1948460,638670303463316602,"旅客列車, りょかくれっしゃ, りょきゃくれっしゃ","passenger train, matkustajajuna, 여객 열차, 旅客列车"
History,1942940,638670303436126441,"通勤列車, つうきんれっしゃ","commuter train, paikallisjuna, 통근철도, 通勤铁路"
History,1938890,638670303418555483,"寝台列車, しんだいれっしゃ",sleeper train
History,1933070,638670303405767830,"急行列車, きゅうこうれっしゃ","express train, 급행열차, 急行列車, 急行列车"
History,1805690,638670303386569414,"快速列車, かいそくれっしゃ",rapid-transit train
History,1788280,638670303349318203,"直通列車, ちょくつうれっしゃ","through train, direct train"
History,1803510,638670303338806458,"貨物列車, かもつれっしゃ","freight train, tavarajuna, 貨物列車, 货物列车, 貨車, 货车"
History,1497290,638670303280418055,"普通列車, ふつうれっしゃ","regular train, local train, train that stops at every station"
History,1293840,638670303263869223,"最後列車, さいごれっしゃ",last train
History,1244130,638670303252069341,"区間列車, くかんれっしゃ",local train
History,1653470,638670303236910959,"終列車, しゅうれっしゃ",last train (of the day)
History,1558370,638670303210967107,"列車, れっしゃ","train, railway train, juna, 기차, 열차, 火車, 火车, 列車, 列车, , 기차(汽車), 열차(列車), 鐵路列車"
History,1416560,638670302697563973,"脱線, だっせん","derailment, raiteilta suistuminen, 出軌, 出轨, , digression, deviation"
History,1173140,638670300488998037,"雲間, くもま",rift between clouds
History,1322170,638670300269529213,"射す, さす",to shine
History,2086670,638670277523979857,"出やすい, でやすい",tending to break out or project easily
History,1378450,638670276271980279,"生, なま","raw, uncooked, fresh, raaka, 생, 날것, 生, , natural, as it is, unedited, unprocessed, unprotected (sex), bareback, live (i.e. not recorded), inexperienced, unpolished, green, crude, impudence, sauciness, unpasteurized beer, draft beer, draught beer, blank (e.g. disk), unused, just a little, somehow, vaguely, partially, somewhat, half-, semi-, insufficient, incomplete, half-baked, half-hearted, perfunctory, cash, tipsiness, hanaolut, 생(生)"
History,1539390,638669972446516218,"優先, ゆうせん","preference, priority, precedence, rojalti, 우선(優先), 優先, 优先, , suosikkiasema, suosituimmuus, prioriteetti, tärkeys, priorisoida, edeltävä, aiempi, aikaisempi, edellinen, 事前, 預先, 预先, 優先權, 优先权, 更重要的事 (gèng zhòngyào de shì)"
History,1339620,638669548718834566,"出題, しゅつだい","setting a question (for an exam, quiz, etc.), , setting a theme (for composition of poetry)"
History,1449760,638669547436296521,"統合, とうごう","integration, unification, unity, combination, consolidation, synthesis, synteesi, 통합, 종합, 융합, 綜合, 综合, , integraatio, yhdentyminen, yhdistää, yhdistyminen, yhteensulautuminen, sulautuminen, sulauttaminen, fuusio, yritysfuusio, 합병, 融合, 統合, 统合, 聯合, 联合, 合併, 合并"
History,2267200,638668707380501729,"お目にかける, おめにかける, お目に掛ける, 御目に掛ける, 御目にかける",to show
History,2629660,638668706924687111,"意識を変える, いしきをかえる, 意識をかえる","to alter one's state of consciousness, to change one's mindset, to change one's attitude"
History,2389210,638668706901544106,"方程式を導く, ほうていしきをみちびく",to derive a formula
History,2778030,638668706885104568,"意識を回復する, いしきをかいふくする","to resuscitate, to revive, to regain consciousness, to come round"
History,2219590,638668706288267690,"元, もと, 旧, 故","former, ex-, past, one-time, oikea, 처음-의, 向後, 向后, 後, 后, , earlier times, the past, previous state, formerly, previously, originally, before, takaisin, 뒤, 전"
History,2004390,638668706278804664,"下, もと, 許","under (guidance, supervision, rules, the law, etc.), alas, alaspäin, 밑, 下, , under (a flag, the sun, etc.), beneath, with (e.g. one blow), on (the promise, condition, assumption, etc. that ...), in (e.g. the name of), (someone's) side, (someone's) location, alla, alapuolella, alempana, 아래, 아래에, 之下, 底下, 以下, 下面"
History,1260670,638668706268017031,"元, もと, 本, 素, 基","origin, source, oikea, 처음-의, 向後, 向后, 後, 后, , base, basis, foundation, root, cause, ingredient, material, mix, stock, (someone's) side, (someone's) location, original cost (or capital, principal, etc.), (plant) root, (tree) trunk, first section of a waka, counter for blades of grass, tree trunks, etc., and for falcons (in falconry), handle (chopsticks, brush, etc.), grip, takaisin, 뒤, 전"
History,2713290,638668699447384578,"憎しみ合う, にくしみあう, 憎しみあう","to hate each other, to hate mutually"
History,1538340,638668288703721904,"訳が分からない, わけがわからない, 訳がわからない, わけが分からない, 訳が分らない","incomprehensible, nonsensical, puzzling, mysterious, meaningless, , I don't get it, I'm confused, I'm lost"
History,2418560,638667864216663981,"生みの親より育ての親, うみのおやよりそだてのおや",a foster parent is dearer than a real parent
History,1373990,638666799598565750,"世紀, せいき","century, vuosisata, 세기(世紀), 世紀, 世纪, , era, of the century (e.g. fight of the century), 세기"
History,1190710,638666798706300575,"可, か","acceptable, satisfactory, allowed, permitted, , approval, being in favour, (a) vote in favour, aye, Pass (grade), Fair, C, D"
History,1006810,638666096453818313,"そっと, そうっと, そおっと, そーっと","softly, gently, quietly, lightly, hellävaraisesti, lempeästi, vienosti, hellävaroen, 부드럽게, 살포시, , stealthily, secretly, in secret, to leave alone, to leave as it is"
History,1551230,638666095820115001,"率土, そっと",face of the earth
History,1911940,638665990398076182,"滅多に見られない, めったにみられない, めったに見られない","rarely seen, uncommon"
History,1208640,638665208753340656,"滑る, すべる, 辷る","to glide, to slide (e.g. on skis), to slip, liu’uttaa, luistattaa, 미끄러지다, 滑, 滑行, 溜, , to fail (an examination), to bomb (when telling a joke), to drop, to go down, to come down, to fall (e.g. in status), liukua, luistaa, liukastua, lipua"
History,1006460,638665207282347435,"ずれる, ズレる","to slide, to slip off, to get dislocated, to be out of alignment, to get dislodged, to deviate, to shift (position), to be out of sync, to be slightly off, to be off-point"
History,2184770,638665087554460532,"行き違いになる, いきちがいになる, ゆきちがいになる","to miss each other, to cross (in the post), to go astray, to go wrong"
History,1189140,638665086966984574,"何卒, なにとぞ, 何とぞ, なにそつ","please, kindly, I beg of you, if it pleases you, , by all means, without fail"
History,2013090,638665083556408092,"本状, ほんじょう","this document, this letter, this writing"
History,1642290,638665058131051583,"無事故, むじこ",without accident
History,2838980,638665057589855677,"誠にありがとうございます, まことにありがとうございます, 誠に有難うございます, 誠に有難う御座います, 誠にありがとう御座います",thank you very much
History,2256690,638665057059138309,"ご来店, ごらいてん",coming to the store
History,1232650,638664071083221252,"空しく, むなしく, 虚しく","in vain, to no purpose, fruitlessly"
History,1202450,638664053552028416,"開ける, あける, 空ける, 明ける","to open (a door, etc.), to unwrap (e.g. parcel, package), to unlock, avata, 열다, 開, 开, 打開, 打开, , to open (for business, etc.), to empty, to remove, to make space, to make room, to move out, to clear out, to be away from (e.g. one's house), to leave (temporarily), to dawn, to grow light, to end (of a period, season), to begin (of the New Year), to leave (one's schedule) open, to make time (for), to make (a hole), to open up (a hole)"
